Kanji,Pronunciation
究極,"['きゅう', 'きょく']"
悲鳴,"['ひ', 'めい']"
案内,"['あん', 'ない']"
安静,"['あん', 'せい']"
交易,"['こう', 'えき']"
了承,"['りょう', 'しょう']"
櫛,['くし']
物,['もの']
授ける,"['さず', 'け', 'る']"
参る,"['まい', 'る']"
共鳴,"['きょう', 'めい']"
付き合い,"['つ', 'き', 'あ', 'い']"
未婚,"['み', 'こん']"
機,['はた']
消息,"['しょう', 'そく']"
次ぐ,"['つ', 'ぐ']"
保母,"['ほ', 'ぼ']"
位置,"['い', 'ち']"
旧,['きゅう']
楽しむ,"['たの', 'し', 'む']"
恐れる,"['おそ', 'れ', 'る']"
参考,"['さん', 'こう']"
身近,"['み', 'ぢか']"
用紙,"['よう', 'し']"
嫁,['よめ']
酢,['す']
抑圧,"['よく', 'あつ']"
司法,"['し', 'ほう']"
見送り,"['み', 'おく', 'り']"
妨害,"['ぼう', 'がい']"
名字,"['みょう', 'じ']"
懐く,"['なつ', 'く']"
回り道,"['まわ', 'り', 'みち']"
事情,"['じ', 'じょう']"
出入り口,"['で', 'い', 'り', 'ぐち']"
時代,"['じ', 'だい']"
女性,"['じょ', 'せい']"
かも知れない,"['か', 'も', 'し', 'れ', 'な', 'い']"
名作,"['めい', 'さく']"
賞,['しょう']
兵士,"['へい', 'し']"
略奪,"['りゃく', 'だつ']"
表す,"['あらわ', 'す']"
枯れる,"['か', 'れ', 'る']"
堂々,"['どう', 'どう']"
体格,"['たい', 'かく']"
題名,"['だい', 'めい']"
漁村,"['ぎょ', 'そん']"
企業,"['き', 'ぎょう']"
実情,"['じつ', 'じょう']"
医師,"['い', 'し']"
帰る,"['かえ', 'る']"
済む,"['す', 'む']"
二人,"['ふた', 'り']"
下地,"['した', 'じ']"
出題,"['しゅつ', 'だい']"
場合,"['ば', 'あい']"
容易,"['よう', 'い']"
態勢,"['たい', 'せい']"
何なり,"['なん', 'な', 'り']"
水,['みず']
勝つ,"['か', 'つ']"
同志,"['どう', 'し']"
軌道,"['き', 'どう']"
動作,"['どう', 'さ']"
窮乏,"['きゅう', 'ぼう']"
円い,"['まる', 'い']"
本の,"['ほん', 'の']"
縞,['しま']
促進,"['そく', 'しん']"
付属,"['ふ', 'ぞく']"
水気,"['すい', 'き']"
事,['こと']
高価,"['こう', 'か']"
盛装,"['せい', 'そう']"
拝借,"['はい', 'しゃく']"
御主人,"['ご', 'しゅ', 'じん']"
感ずる,"['かん', 'ず', 'る']"
指導,"['し', 'どう']"
遠く,"['とお', 'く']"
部分,"['ぶ', 'ぶん']"
撮る,"['と', 'る']"
待遇,"['たい', 'ぐう']"
急行,"['きゅう', 'こう']"
内訳,"['うち', 'わけ']"
問,['もん']
放る,"['ほう', 'る']"
葉書,"['は', 'がき']"
入学,"['にゅう', 'がく']"
節,['ふし']
漁師,"['りょう', 'し']"
血,['ち']
打ち合わせる,"['う', 'ち', 'あ', 'わ', 'せ', 'る']"
精神,"['せい', 'しん']"
政権,"['せい', 'けん']"
単数,"['たん', 'すう']"
優先,"['ゆう', 'せん']"
頻繁,"['ひん', 'ぱん']"
組み合わせ,"['く', 'み', 'あ', 'わ', 'せ']"
胃,['い']
混雑,"['こん', 'ざつ']"
平常,"['へい', 'じょう']"
飢饉,"['き', 'きん']"
矢印,"['や', 'じるし']"
鋭い,"['するど', 'い']"
総理大臣,"['そう', 'り', 'だい', 'じん']"
試合,"['し', 'あい']"
行事,"['ぎょう', 'じ']"
用語,"['よう', 'ご']"
領域,"['りょう', 'いき']"
取りあえず,"['と', 'り', 'あ', 'え', 'ず']"
欲しい,"['ほ', 'し', 'い']"
生徒,"['せい', 'と']"
快適,"['かい', 'てき']"
財政,"['ざい', 'せい']"
文明,"['ぶん', 'めい']"
資格,"['し', 'かく']"
定期,"['てい', 'き']"
お大事に,"['お', 'だい', 'じ', 'に']"
悲劇,"['ひ', 'げき']"
地下,"['ち', 'か']"
早速,"['さっ', 'そく']"
的,['まと']
仕立てる,"['し', 'た', 'て', 'る']"
再,['さい']
転任,"['てん', 'にん']"
内臓,"['ない', 'ぞう']"
受かる,"['う', 'か', 'る']"
留守番,"['る', 'す', 'ばん']"
怠ける,"['なま', 'け', 'る']"
製造,"['せい', 'ぞう']"
お願いします,"['お', 'ねが', 'い', 'し', 'ま', 'す']"
図書,"['と', 'しょ']"
依存,"['い', 'そん']"
洗う,"['あら', 'う']"
点く,"['つ', 'く']"
移る,"['うつ', 'る']"
至急,"['し', 'きゅう']"
髪,['かみ']
寄せる,"['よ', 'せ', 'る']"
変わる,"['か', 'わ', 'る']"
痺れる,"['しび', 'れ', 'る']"
貶す,"['けな', 'す']"
報告,"['ほう', 'こく']"
一つ,"['ひと', 'つ']"
正方形,"['せい', 'ほう', 'けい']"
以外,"['い', 'がい']"
信頼,"['しん', 'らい']"
化繊,"['か', 'せん']"
変,['へん']
産出,"['さん', 'しゅつ']"
再会,"['さい', 'かい']"
尋ねる,"['たず', 'ね', 'る']"
過失,"['か', 'しつ']"
部下,"['ぶ', 'か']"
裏返す,"['うら', 'がえ', 'す']"
馬,['うま']
召し上がる,"['め', 'し', 'あ', 'が', 'る']"
声,['こえ']
祝賀,"['しゅく', 'が']"
承知,"['しょう', 'ち']"
貴族,"['き', 'ぞく']"
動揺,"['どう', 'よう']"
手伝い,"['て', 'つだ', 'い']"
昼寝,"['ひる', 'ね']"
流れ,"['なが', 'れ']"
緩い,"['ゆる', 'い']"
住む,"['す', 'む']"
名高い,"['な', 'だか', 'い']"
遂に,"['つい', 'に']"
典型,"['てん', 'けい']"
共,['きょう']
糊,['のり']
お,[]
入賞,"['にゅう', 'しょう']"
首輪,"['くび', 'わ']"
焼く,"['や', 'く']"
発芽,"['はつ', 'が']"
風土,"['ふう', 'ど']"
梅雨,"['ばい', 'う']"
威力,"['い', 'りょく']"
節約,"['せつ', 'やく']"
家計,"['か', 'けい']"
勤勉,"['きん', 'べん']"
縁,['ふち']
提示,"['てい', 'じ']"
原則,"['げん', 'そく']"
工事,"['こう', 'じ']"
来週,"['らい', 'しゅう']"
活動,"['かつ', 'どう']"
夥しい,"['おびただ', 'し', 'い']"
領地,"['りょう', 'ち']"
痛み,"['いた', 'み']"
排水,"['はい', 'すい']"
鮮やか,"['あざ', 'や', 'か']"
縛る,"['しば', 'る']"
写生,"['しゃ', 'せい']"
選手,"['せん', 'しゅ']"
投入,"['とう', 'にゅう']"
捕吏,"['ほ', 'り']"
縮む,"['ちぢ', 'む']"
標準,"['ひょう', 'じゅん']"
斜め,"['なな', 'め']"
地区,"['ち', 'く']"
動員,"['どう', 'いん']"
箇所,"['か', 'しょ']"
領事,"['りょう', 'じ']"
繋ぐ,"['つな', 'ぐ']"
受け取る,"['う', 'け', 'と', 'る']"
喜び,"['よろこ', 'び']"
さ,[]
安易,"['あん', 'い']"
口頭,"['こう', 'とう']"
控除,"['こう', 'じょ']"
怒る,"['おこ', 'る']"
申し上げる,"['もう', 'し', 'あ', 'げ', 'る']"
調和,"['ちょう', 'わ']"
突如,"['とつ', 'じょ']"
廃れる,"['すた', 'れ', 'る']"
男性,"['だん', 'せい']"
論理,"['ろん', 'り']"
乾く,"['かわ', 'く']"
産地,"['さん', 'ち']"
始めに,"['はじ', 'め', 'に']"
髪の毛,"['かみ', 'の', 'け']"
行列,"['ぎょう', 'れつ']"
大きい,"['おお', 'き', 'い']"
見逃す,"['み', 'のが', 'す']"
浜辺,"['はま', 'べ']"
同時,"['どう', 'じ']"
当たり前,"['あ', 'た', 'り', 'まえ']"
刑罰,"['けい', 'ばつ']"
定期券,"['てい', 'き', 'けん']"
遭難,"['そう', 'なん']"
単に,"['たん', 'に']"
通訳,"['つう', 'やく']"
天気予報,"['てん', 'き', 'よ', 'ほう']"
留める,"['と', 'め', 'る']"
目立つ,"['め', 'だ', 'つ']"
一応,"['いち', 'おう']"
時速,"['じ', 'そく']"
左,['ひだり']
喋る,"['しゃべ', 'る']"
今週,"['こん', 'しゅう']"
ご馳走さま,"['ご', 'ち', 'そう', 'さ', 'ま']"
暴動,"['ぼう', 'どう']"
日常,"['にち', 'じょう']"
衣類,"['い', 'るい']"
込む,"['こ', 'む']"
都合,"['つ', 'ごう']"
枕,['まくら']
重たい,"['おも', 'た', 'い']"
出動,"['しゅつ', 'どう']"
大げさ,"['おお', 'げ', 'さ']"
枚数,"['まい', 'すう']"
働,['どう']
うまい,"['う', 'ま', 'い']"
品,['ひん']
家賃,"['や', 'ちん']"
濡らす,"['ぬ', 'ら', 'す']"
儲かる,"['もう', 'か', 'る']"
年,['とし']
絵,['え']
蚊,['か']
技師,"['ぎ', 'し']"
贅沢,"['ぜい', 'たく']"
氾濫,"['はん', 'らん']"
殺人,"['さつ', 'じん']"
間隔,"['かん', 'かく']"
口述,"['こう', 'じゅつ']"
多忙,"['た', 'ぼう']"
辞書,"['じ', 'しょ']"
展覧会,"['てん', 'らん', 'かい']"
活用,"['かつ', 'よう']"
明かす,"['あ', 'か', 'す']"
華奢,"['か', 'しゃ']"
申告,"['しん', 'こく']"
適用,"['てき', 'よう']"
午後,"['ご', 'ご']"
老い,"['お', 'い']"
停留所,"['てい', 'りゅう', 'じょ']"
名付ける,"['な', 'づ', 'け', 'る']"
苦情,"['く', 'じょう']"
降ろす,"['お', 'ろ', 'す']"
臭い,"['くさ', 'い']"
品質,"['ひん', 'しつ']"
警戒,"['けい', 'かい']"
匂う,"['にお', 'う']"
闇,['やみ']
予感,"['よ', 'かん']"
技術,"['ぎ', 'じゅつ']"
病気,"['びょう', 'き']"
催す,"['もよお', 'す']"
戦術,"['せん', 'じゅつ']"
本能,"['ほん', 'のう']"
話し合う,"['はな', 'し', 'あ', 'う']"
綴じる,"['と', 'じ', 'る']"
帽子,"['ぼう', 'し']"
合わす,"['あ', 'わ', 'す']"
編集,"['へん', 'しゅう']"
映す,"['うつ', 'す']"
捕虜,"['ほ', 'りょ']"
塞がる,"['ふさ', 'が', 'る']"
羨ましい,"['うらや', 'ま', 'し', 'い']"
幼い,"['おさな', 'い']"
除外,"['じょ', 'がい']"
抱える,"['かか', 'え', 'る']"
慣れる,"['な', 'れ', 'る']"
手掛ける,"['て', 'が', 'け', 'る']"
気温,"['き', 'おん']"
針路,"['しん', 'ろ']"
襖,['ふすま']
強制,"['きょう', 'せい']"
煩わしい,"['わずら', 'わ', 'し', 'い']"
面白い,"['おも', 'しろ', 'い']"
銘々,"['めい', 'めい']"
根拠,"['こん', 'きょ']"
荷,['に']
お喋り,"['お', 'しゃべ', 'り']"
形成,"['けい', 'せい']"
独身,"['どく', 'しん']"
座敷,"['ざ', 'しき']"
土曜,"['ど', 'よう']"
勘違い,"['かん', 'ちが', 'い']"
配分,"['はい', 'ぶん']"
同僚,"['どう', 'りょう']"
先だって,"['せん', 'だ', 'っ', 'て']"
木,['き']
本人,"['ほん', 'にん']"
所属,"['しょ', 'ぞく']"
前もって,"['まえ', 'も', 'っ', 'て']"
努めて,"['つと', 'め', 'て']"
生理,"['せい', 'り']"
共和,"['きょう', 'わ']"
譲る,"['ゆず', 'る']"
名前,"['な', 'まえ']"
抗議,"['こう', 'ぎ']"
噴出,"['ふん', 'しゅつ']"
塵,['ごみ']
曲,['きょく']
繊維,"['せん', 'い']"
小児科,"['しょう', 'に', 'か']"
満員,"['まん', 'いん']"
正味,"['しょう', 'み']"
事実,"['じ', 'じつ']"
正解,"['せい', 'かい']"
公,['おおやけ']
外来,"['がい', 'らい']"
八日,"['よう', 'か']"
天才,"['てん', 'さい']"
研究,"['けん', 'きゅう']"
祈る,"['いの', 'る']"
どうぞ宜しく,"['ど', 'う', 'ぞ', 'よろ', 'し', 'く']"
済ませる,"['す', 'ま', 'せ', 'る']"
済みません,"['す', 'み', 'ま', 'せ', 'ん']"
割引き,"['わり', 'び', 'き']"
分かる,"['わ', 'か', 'る']"
蘇る,"['よみがえ', 'る']"
客,['きゃく']
街角,"['まち', 'かど']"
香辛料,"['こう', 'しん', 'りょう']"
評論,"['ひょう', 'ろん']"
深い,"['ふか', 'い']"
駅,['えき']
勇気,"['ゆう', 'き']"
聞こえる,"['き', 'こ', 'え', 'る']"
俳優,"['はい', 'ゆう']"
対応,"['たい', 'おう']"
弟,['おとうと']
観点,"['かん', 'てん']"
足す,"['た', 'す']"
雨天,"['う', 'てん']"
破壊,"['は', 'かい']"
外交,"['がい', 'こう']"
適宜,"['てき', 'ぎ']"
荒らす,"['あ', 'ら', 'す']"
河川,"['か', 'せん']"
整う,"['ととの', 'う']"
面接,"['めん', 'せつ']"
実に,"['じつ', 'に']"
領海,"['りょう', 'かい']"
泊まる,"['と', 'ま', 'る']"
清潔,"['せい', 'けつ']"
班,['はん']
豪華,"['ごう', 'か']"
成り立つ,"['な', 'り', 'た', 'つ']"
回す,"['まわ', 'す']"
屡,['しばしば']
不便,"['ふ', 'べん']"
遠慮,"['えん', 'りょ']"
借りる,"['か', 'り', 'る']"
長男,"['ちょう', 'なん']"
急激,"['きゅう', 'げき']"
幾多,"['いく', 'た']"
化する,"['か', 'す', 'る']"
無能,"['む', 'のう']"
孤独,"['こ', 'どく']"
占う,"['うらな', 'う']"
花壇,"['か', 'だん']"
酸性,"['さん', 'せい']"
武器,"['ぶ', 'き']"
磁気,"['じ', 'き']"
責務,"['せき', 'む']"
物語る,"['もの', 'がた', 'る']"
空想,"['くう', 'そう']"
直に,"['じか', 'に']"
用件,"['よう', 'けん']"
肘,['ひじ']
寒い,"['さむ', 'い']"
数詞,"['すう', 'し']"
風,['かぜ']
記録,"['き', 'ろく']"
難い,"['かた', 'い']"
予算,"['よ', 'さん']"
才能,"['さい', 'のう']"
好況,"['こう', 'きょう']"
待ち合わせる,"['ま', 'ち', 'あ', 'わ', 'せ', 'る']"
代える,"['か', 'え', 'る']"
拝む,"['おが', 'む']"
漸く,"['ようや', 'く']"
育つ,"['そだ', 'つ']"
政治,"['せい', 'じ']"
護衛,"['ご', 'えい']"
飲む,"['の', 'む']"
決まり悪い,"['き', 'ま', 'り', 'わる', 'い']"
簡素,"['かん', 'そ']"
火災,"['か', 'さい']"
侍,['さむらい']
過疎,"['か', 'そ']"
化石,"['か', 'せき']"
降伏,"['こう', 'ふく']"
保障,"['ほ', 'しょう']"
賄う,"['まかな', 'う']"
足跡,"['あし', 'あと']"
見合い,"['み', 'あ', 'い']"
対して,"['たい', 'し', 'て']"
当番,"['とう', 'ばん']"
記号,"['き', 'ごう']"
丸っきり,"['まる', 'っ', 'き', 'り']"
再三,"['さい', 'さん']"
再来月,"['さ', 'らい', 'げつ']"
酸,['さん']
お弁当,"['お', 'べん', 'とう']"
清書,"['せい', 'しょ']"
駄作,"['だ', 'さく']"
引算,"['ひき', 'ざん']"
盛り上がる,"['も', 'り', 'あ', 'が', 'る']"
張り切る,"['は', 'り', 'き', 'る']"
野外,"['や', 'がい']"
実,['み']
偶数,"['ぐう', 'すう']"
絶滅,"['ぜつ', 'めつ']"
分,['ぶん']
装置,"['そう', 'ち']"
様相,"['よう', 'そう']"
光る,"['ひか', 'る']"
協会,"['きょう', 'かい']"
垢,['あか']
仲直り,"['なか', 'なお', 'り']"
退化,"['たい', 'か']"
近い,"['ちか', 'い']"
算数,"['さん', 'すう']"
妥当,"['だ', 'とう']"
新築,"['しん', 'ちく']"
歯,['は']
経度,"['けい', 'ど']"
襲撃,"['しゅう', 'げき']"
民俗,"['みん', 'ぞく']"
取り上げる,"['と', 'り', 'あ', 'げ', 'る']"
心細い,"['こころ', 'ぼそ', 'い']"
脅す,"['おど', 'す']"
勝敗,"['しょう', 'はい']"
来,['らい']
箇条書き,"['か', 'じょう', 'が', 'き']"
遮る,"['さえぎ', 'る']"
延ばす,"['の', 'ば', 'す']"
集会,"['しゅう', 'かい']"
組み立てる,"['く', 'み', 'た', 'て', 'る']"
直通,"['ちょく', 'つう']"
眼球,"['がん', 'きゅう']"
取り替える,"['と', 'り', 'か', 'え', 'る']"
羊毛,"['よう', 'もう']"
平気,"['へい', 'き']"
研修,"['けん', 'しゅう']"
参加,"['さん', 'か']"
試み,"['こころ', 'み']"
養う,"['やしな', 'う']"
鎖,['くさり']
大学,"['だい', 'がく']"
冷える,"['ひ', 'え', 'る']"
間,['あいだ']
冷やす,"['ひ', 'や', 'す']"
運転,"['うん', 'てん']"
交替,"['こう', 'たい']"
明瞭,"['めい', 'りょう']"
僕,['ぼく']
書類,"['しょ', 'るい']"
所定,"['しょ', 'てい']"
記す,"['しる', 'す']"
体,['からだ']
速達,"['そく', 'たつ']"
確実,"['かく', 'じつ']"
鈍い,"['にぶ', 'い']"
撫でる,"['な', 'で', 'る']"
楽,['らく']
判子,"['はん', 'こ']"
重宝,"['じゅう', 'ほう']"
秘書,"['ひ', 'しょ']"
痒い,"['かゆ', 'い']"
下り,"['くだ', 'り']"
五つ,"['いつ', 'つ']"
悲しい,"['かな', 'し', 'い']"
述語,"['じゅつ', 'ご']"
腹,['はら']
会議,"['かい', 'ぎ']"
炊く,"['た', 'く']"
対比,"['たい', 'ひ']"
六,['ろく']
全員,"['ぜん', 'いん']"
産休,"['さん', 'きゅう']"
値する,"['あたい', 'す', 'る']"
配布,"['はい', 'ふ']"
貯蔵,"['ちょ', 'ぞう']"
撮影,"['さつ', 'えい']"
覆う,"['おお', 'う']"
何しろ,"['なに', 'し', 'ろ']"
昼食,"['ちゅう', 'しょく']"
土俵,"['ど', 'ひょう']"
宮殿,"['きゅう', 'でん']"
警官,"['けい', 'かん']"
絨毯,"['じゅう', 'たん']"
早める,"['はや', 'め', 'る']"
相応,"['そう', 'おう']"
人工,"['じん', 'こう']"
甚だ,"['はなは', 'だ']"
女子,"['じょ', 'し']"
始める,"['はじ', 'め', 'る']"
新興,"['しん', 'こう']"
慰める,"['なぐさ', 'め', 'る']"
晴れ,"['は', 'れ']"
釘,['くぎ']
封筒,"['ふう', 'とう']"
用,['よう']
記者,"['き', 'しゃ']"
緊急,"['きん', 'きゅう']"
憎い,"['にく', 'い']"
謎謎,"['なぞ', 'なぞ']"
心掛ける,"['こころ', 'が', 'け', 'る']"
呼び止める,"['よ', 'び', 'と', 'め', 'る']"
強いて,"['し', 'い', 'て']"
表紙,"['ひょう', 'し']"
絶つ,"['た', 'つ']"
火山,"['か', 'ざん']"
多い,"['おお', 'い']"
無言,"['む', 'ごん']"
追い込む,"['お', 'い', 'こ', 'む']"
構う,"['かま', 'う']"
準急,"['じゅん', 'きゅう']"
視察,"['し', 'さつ']"
往復,"['おう', 'ふく']"
揉む,"['も', 'む']"
四日,"['よっ', 'か']"
混む,"['こ', 'む']"
送る,"['おく', 'る']"
心臓,"['しん', 'ぞう']"
番組,"['ばん', 'ぐみ']"
消す,"['け', 'す']"
上空,"['じょう', 'くう']"
来日,"['らい', 'にち']"
唯,['ただ']
支持,"['し', 'じ']"
持つ,"['も', 'つ']"
貴重,"['き', 'ちょう']"
年齢,"['ねん', 'れい']"
篭る,"['こも', 'る']"
資料,"['し', 'りょう']"
嘸,['さぞ']
線路,"['せん', 'ろ']"
付合う,"['つき', 'あ', 'う']"
味噌,"['み', 'そ']"
太鼓,"['たい', 'こ']"
作る,"['つく', 'る']"
要請,"['よう', 'せい']"
墨,['すみ']
毎月,"['まい', 'つき']"
或,['ある']
小便,"['しょう', 'べん']"
安全,"['あん', 'ぜん']"
恋,['こい']
匹,['ひき']
殴る,"['なぐ', 'る']"
葬式,"['そう', 'しき']"
老ける,"['ふ', 'け', 'る']"
偖,['さて']
重ねる,"['かさ', 'ね', 'る']"
包帯,"['ほう', 'たい']"
動物,"['どう', 'ぶつ']"
並びに,"['なら', 'び', 'に']"
予習,"['よ', 'しゅう']"
山脈,"['さん', 'みゃく']"
肉,['にく']
鈍感,"['どん', 'かん']"
月末,"['げつ', 'まつ']"
幼児,"['よう', 'じ']"
行動,"['こう', 'どう']"
透き通る,"['す', 'き', 'とお', 'る']"
組,['くみ']
追跡,"['つい', 'せき']"
公式,"['こう', 'しき']"
お休み,"['お', 'やす', 'み']"
吐き気,"['は', 'き', 'け']"
悔しい,"['くや', 'し', 'い']"
追い出す,"['お', 'い', 'だ', 'す']"
紐,['ひも']
器用,"['き', 'よう']"
進化,"['しん', 'か']"
受話器,"['じゅ', 'わ', 'き']"
